,Brand,Model_Name,Model_Number,Original_Price,Offered_Price,Discount,Rating,Rating_Count,Sim_Size,Sim_Type,Tech_Category,Touch_Screen,Display_Size,PCam_Avl,Primary_Camera,SCam_avl,Secondary_Camera,Int_Memory,RAM,Expandable_Memory,Memory_Card_Type,Memory_Card_Slot,Battery
219,POCO,M2,MZB9922IN,"14,999","12,499",16% off,4.3,"1,80,359 Ratings & 15,117 Reviews",Nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,13MP + 8MP + 5MP + 2MP,Yes,8MP Front Camera,128 GB,6 GB,512 GB,microSD,Dedicated Slot,5000 mAh
220,Apple,iPhone 12,MGJ53HN/A,"79,900","79,900",,4.7,494 Ratings & 51 Reviews,Nano + eSIM,Dual Sim,Smartphones,Yes,15.49 cm (6.1 inch),Yes,12MP + 12MP,Yes,12MP Front Camera,64 GB,,,,,
221,Apple,iPhone SE,MXVV2HN/A,"54,900","47,999",12% off,4.5,"77,259 Ratings & 6,779 Reviews",Nano + eSIM,Dual Sim,Smartphones,Yes,11.94 cm (4.7 inch),Yes,12MP Rear Camera,Yes,7MP Front Camera,256 GB,,,,,
222,Redmi,Redmi K20 Pro,MZB7750IN,"28,999","26,999",6% off,4.5,"80,163 Ratings & 9,743 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.23 cm (6.39 inch),Yes,48MP + 13MP + 8MP,Yes,20MP Front Camera,128 GB,6 GB,,,,4000 mAh
223,Vivo,Y91i,vivo 1820/PD1818HF_EX,"9,990","8,490",15% off,4.3,"6,700 Ratings & 451 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,15.8 cm (6.22 inch),Yes,13MP Rear Camera,Yes,5MP Front Camera,32 GB,3 GB,256 GB,microSD,Dedicated Slot,4030 mAh
224,Apple,iPhone XR,MRYA2HN/A,"47,900","40,999",14% off,4.6,"59,940 Ratings & 5,169 Reviews",Nano SIM and eSIM,Dual Sim,Smartphones,Yes,15.49 cm (6.1 inch),Yes,12MP Rear Camera,Yes,7MP Front Camera,64 GB,,,,,
225,Tecno,Camon 16,CE7,"13,999","11,499",17% off,4.3,"2,337 Ratings & 266 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,17.27 cm (6.8 inch),Yes,64MP + 2MP + 2MP + AI Lens Quad AI Camera,Yes,16MP Front Camera,64 GB,4 GB,256 GB,microSD,Dedicated Slot,5000 mAh
226,Micromax,X744,X744,"2,499","1,179",52% off,3.9,"6,224 Ratings & 696 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,2200 mAh
227,Micromax,X746,X746,"1,334","1,334",1% off,4,"9,493 Ratings & 1,146 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,3000 mAh
228,Micromax,X746,X746,"1,289","1,289",1% off,4,"9,493 Ratings & 1,146 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,3000 mAh
229,Karbonn,Jumbo K9,K9,"1,209","1,209",,4,"7,909 Ratings & 921 Reviews",Mini SIM,Dual Sim,Feature Phones,,6.6 cm (2.6 inch),Yes,1.3MP Rear Camera,No,,,,8 GB,MicroSD,,1800 mAh
230,Redmi,Redmi Note 9 Pro,mzb9583in / m2003j6a1i,"15,448","15,448",,4.3,"8,606 Ratings & 629 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP,Yes,16MP Front Camera,128 GB,4 GB,512 GB,MicroSD,Dedicated Slot,5020 mAh
231,Snexian,Rock,Rock,"1,999","1,199",40% off,3.9,"7,138 Ratings & 487 Reviews",,Dual Sim,Feature Phones,No,4.32 cm (1.7 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1000 mAh
232,Blackzone,B-312 Gold,B-312 Gold,669,669,,3.7,226 Ratings & 11 Reviews,All Types,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,,,10 MB,10 MB,32 GB,microSD,Dedicated Slot,1000 mAh
233,POCO,X2,MZB8744IN,"18,999","17,499",7% off,4.5,"2,26,273 Ratings & 25,012 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,64MP + 8MP + 2MP + 2MP,Yes,20MP + 2MP Dual Front Camera,64 GB,6 GB,512 GB,microSD,Hybrid Slot,4500 mAh
234,OPPO,F17 Pro,CPH2119,"25,990","21,490",17% off,4.4,"4,471 Ratings & 332 Reviews",Nano,Dual Sim,Smartphones,Yes,16.33 cm (6.43 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,16MP + 2MP Dual Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,4015 mAh
235,Vivo,Y20,V2029,"17,990","13,990",22% off,4.4,"3,071 Ratings & 200 Reviews",Nano,Dual Sim,Smartphones,Yes,16.54 cm (6.51 inch),Yes,13MP + 2MP + 2MP,Yes,8MP Front Camera,64 GB,6 GB,256 GB,microSD,Dedicated Slot,5000 mAh
236,Redmi,Redmi 9,M2006C3MII,"9,999","9,999",,4.2,"6,178 Ratings & 386 Reviews",Nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,13MP + 2MP,Yes,5MP Front Camera,64 GB,4 GB,,,Dedicated Slot,5000 mAh
237,Realme,5i,RMX2030,"10,999","10,999",,4.5,"3,85,720 Ratings & 26,518 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.56 cm (6.52 inch),Yes,12MP + 8MP + 2MP + 2MP,Yes,8MP Front Camera,64 GB,4 GB,,TF Card,Dedicated Slot,5000 mAh
238,Nokia,216/216 DS,RM-1187,"2,990","2,820",5% off,4.3,"26,487 Ratings & 2,952 Reviews",Mini SIM,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,Yes,0.3MP Front Camera,NA,16 MB,32 GB,microSD,Dedicated Slot,1020 mAh
239,OPPO,Reno4 Pro,CPH2109,"37,990","34,990",7% off,4.4,"1,617 Ratings & 200 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,32MP Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,4000 mAh
240,OPPO,Reno4 Pro,CPH2109,"37,990","34,990",7% off,4.4,"1,617 Ratings & 200 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,32MP Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,4000 mAh
241,Karbonn,K140 Pop,K140 Pop,849,849,,3.9,"3,275 Ratings & 305 Reviews",,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,,,32 MB,32 MB,16 GB,,Dedicated Slot,1000 mAh
242,Samsung,Guru Music 2,SM-B310EZWDINS,"1,949","1,949",,4.3,"1,58,857 Ratings & 15,742 Reviews",Full Size SIM,Dual Sim,Feature Phones,No,5.08 cm (2 inch),No,,No,0MP Front Camera,NA,,16 GB,MicroSD,,800 mAh
243,Redmi,Redmi Note 9,M2003J15SI,"15,248","15,248",,4.3,"11,892 Ratings & 872 Reviews",nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,48MP Rear Camera,Yes,,128 GB,4 GB,512 GB,microSD,Dedicated Slot,5020 mAh
244,Redmi,Redmi 9A,M2006C3LI,"9,499","7,990",15% off,4.3,"1,989 Ratings & 131 Reviews",nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,13MP Rear Camera,Yes,5MP Front Camera,32 GB,3 GB,512 GB,,Dedicated Slot,5000 mAh
245,Redmi,Redmi 9A,M2006C3LI,"8,490","7,898",6% off,4.3,"4,383 Ratings & 238 Reviews",,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,13MP Rear Camera,Yes,,32 GB,2 GB,,,Hybrid Slot,5000 mAh
246,Redmi,Redmi 9A,M2006C3LI,"7,499","7,499",,4.3,"4,382 Ratings & 238 Reviews",,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,13MP Rear Camera,Yes,,32 GB,2 GB,,,Hybrid Slot,5000 mAh
247,Redmi,Redmi 9A,m2006C3LI,"7,598","7,598",,4.3,"4,382 Ratings & 238 Reviews",,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),,13MP Rear Camera,,,32 GB,2 GB,,,Hybrid Slot,5000 mAh
248,Redmi,Redmi 9A,M2006C3LI,"9,499","8,009",15% off,4.3,"1,989 Ratings & 131 Reviews",nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,13MP Rear Camera,Yes,5MP Front Camera,32 GB,3 GB,512 GB,,Dedicated Slot,5000 mAh
249,Apple,iPhone XR,MRYD2HN/A,"52,900","45,999",13% off,4.6,"59,940 Ratings & 5,169 Reviews",Nano SIM and eSIM,Dual Sim,Smartphones,Yes,15.49 cm (6.1 inch),Yes,12MP Rear Camera,Yes,7MP Front Camera,128 GB,,,,,
250,Redmi,Redmi Note 9 Pro,M2003J6A1I,"14,366","14,366",,4.3,"8,606 Ratings & 629 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,64 GB,4 GB,512 GB,MicroSD,Dedicated Slot,5020 mAh
251,Redmi,Redmi Note 9 Pro,M2003J6A1I,"15,894","15,894",,4.3,"8,606 Ratings & 629 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP,Yes,16MP Front Camera,128 GB,4 GB,512 GB,MicroSD,Dedicated Slot,5020 mAh
252,Redmi,Redmi Note 9 Pro,M2003J6A1I,"17,800","15,799",11% off,4.3,"8,606 Ratings & 629 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,128 GB,4 GB,512 GB,MicroSD,Dedicated Slot,5020 mAh
253,Redmi,Redmi Note 9 Pro,M2003J6A1I,"15,655","15,655",,4.3,"8,606 Ratings & 629 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,128 GB,4 GB,512 GB,MicroSD,Dedicated Slot,5020 mAh
254,Redmi,Redmi Note 9 Pro,M2003J6A1I,"14,840","14,840",,4.3,"8,606 Ratings & 629 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 48MP + 8MP + 5MP + 2MP,Yes,16MP Dual Front Camera,64 GB,4 GB,,,Dedicated Slot,5020 mAh
255,Samsung,Galaxy A70s,SM-A707FZKMINS,"31,000","17,999",41% off,4.3,"3,332 Ratings & 329 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,17.02 cm (6.7 inch),Yes,64MP + 5MP + 8MP,Yes,32MP Front Camera,128 GB,6 GB,512 GB,,Dedicated Slot,4500 mAh
256,Nokia,150 DS 2020,12GMNE21A01,"2,799","2,299",17% off,4.1,"2,959 Ratings & 249 Reviews",Mini SIM,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,Yes,,4 MB,4 MB,32 GB,microSD,Dedicated Slot,1020 mAh
257,Micromax,X817,X817,"1,509","1,509",2% off,4.2,26 Ratings & 4 Reviews,,Dual Sim,Feature Phones,No,7.11 cm (2.8 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,,1750 mAh
258,BlackZone,B310,B310,799,638,20% off,3.9,550 Ratings & 37 Reviews,All Types,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,,,10 MB,10 MB,32 GB,microSD,Dedicated Slot,1000 mAh
259,Apple,iPhone XR,MRYE2HN/A,"52,900","45,999",13% off,4.6,"59,940 Ratings & 5,169 Reviews",Nano SIM and eSIM,Dual Sim,Smartphones,Yes,15.49 cm (6.1 inch),Yes,12MP Rear Camera,Yes,7MP Front Camera,128 GB,,,,,
260,Apple,iPhone XR,MRYH2HN/A,"52,900","45,999",13% off,4.6,"59,940 Ratings & 5,169 Reviews",Nano SIM and eSIM,Dual Sim,Smartphones,Yes,15.49 cm (6.1 inch),Yes,12MP Rear Camera,Yes,7MP Front Camera,128 GB,,,,,
261,Apple,iPhone 12,MGJA3HN/A,"84,900","84,900",,4.7,494 Ratings & 51 Reviews,Nano + eSIM,Dual Sim,Smartphones,Yes,15.49 cm (6.1 inch),Yes,12MP + 12MP,Yes,12MP Front Camera,128 GB,,,,,
262,Tecno,Camon 15,CD7,"12,499","9,999",20% off,4.2,"6,662 Ratings & 674 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.64 cm (6.55 inch),Yes,48MP + 2MP + 2MP + QVGA Rear Camera,Yes,16MP Front Camera,64 GB,4 GB,256 GB,,Dedicated Slot,5000 mAh
263,Lava,Hero 600+,H2,869,748,13% off,4.3,442 Ratings & 36 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),No,,No,,3 MB,4 MB,32 GB,microSD,Dedicated Slot,620 mAh
264,Apple,iPhone XR,MRY82HN/A,"47,900","40,999",14% off,4.6,"59,940 Ratings & 5,169 Reviews",Nano SIM and eSIM,Dual Sim,Smartphones,Yes,15.49 cm (6.1 inch),Yes,12MP Rear Camera,Yes,7MP Front Camera,64 GB,,,,,
265,Realme,6 Pro,RBS0627IN,"19,999","19,999",,4.4,"27,535 Ratings & 3,266 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.76 cm (6.6 inch),Yes,64MP + 12MP + 8MP + 2MP,Yes,16MP + 8MP Dual Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,4300 mAh
266,Samsung,Metro 313 Dual Sim,SM-B313EZDDINS,"2,025","2,025",,4.3,"19,224 Ratings & 2,117 Reviews",Micro SIM,Dual Sim,Feature Phones,No,5.16 cm (2.03 inch),,0.3MP Rear Camera,,,2.27 MB,4 MB,16 GB,microSD,,1000 mAh
267,Redmi,Redmi 9 Prime,M2004J19I / M2004J19l,"11,999","10,815",9% off,4.3,"6,111 Ratings & 418 Reviews",,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,13MP Rear Camera,Yes,,64 GB,4 GB,,,Hybrid Slot,5020 mAh
268,POCO,X3,MZB07Z1IN,"22,999","19,999",13% off,4.3,"9,350 Ratings & 976 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,64MP + 13MP + 2MP + 2MP,Yes,20MP Front Camera,128 GB,8 GB,512 GB,microSD,Hybrid Slot,6000 mAh
269,Redmi,9,M2006C3MII,"10,990","10,990",,4.2,589 Ratings & 27 Reviews,,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,13MP Rear Camera,Yes,,128 GB,4 GB,,,Hybrid Slot,5000 mAh
270,OPPO,A53,CPH2127,"17,990","15,490",13% off,4.2,"2,385 Ratings & 173 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,13MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,6 GB,256 GB,microSD,Dedicated Slot,5000 mAh
271,Vivo,Y12,1904/PD1901EF_EX,"13,990","10,990",21% off,4.3,"26,688 Ratings & 2,050 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,16.13 cm (6.35 inch),Yes,13MP + 2MP + 8MP,Yes,8MP Front Camera,64 GB,3 GB,256 GB,microSD,Dedicated Slot,5000 mAh
272,Vivo,Y12,1904/PD1901EF_EX,"13,990","10,990",21% off,4.3,"26,688 Ratings & 2,050 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,16.13 cm (6.35 inch),Yes,13MP + 2MP + 8MP,Yes,8MP Front Camera,64 GB,3 GB,256 GB,microSD,Dedicated Slot,5000 mAh
273,OPPO,A53,CPH2127,"15,990","12,990",18% off,4.3,"11,895 Ratings & 912 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,13MP + 2MP + 2MP,Yes,16MP Front Camera,64 GB,4 GB,256 GB,microSD,Dedicated Slot,5000 mAh
274,OPPO,A5s,CPH1909,"12,990","10,790",16% off,4.4,"4,375 Ratings & 343 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,15.75 cm (6.2 inch),Yes,13MP + 2MP,Yes,8MP Front Camera,32 GB,3 GB,256 GB,microSD,Dedicated Slot,4230 mAh
275,Karbonn,K140 Pop,K140 Pop,810,810,,3.9,"3,275 Ratings & 305 Reviews",,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,,,32 MB,32 MB,16 GB,,Dedicated Slot,1000 mAh
276,Redmi,Note 9 pro max,M2003J6B1I,"18,790","17,390",7% off,4.4,693 Ratings & 45 Reviews,,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),,64MP Rear Camera,,,64 GB,6 GB,,,Dedicated Slot,5020 mAh
277,Redmi,Redmi Note 9,M2003J15SI,"13,850","12,540",9% off,4.3,"11,892 Ratings & 872 Reviews",nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,48MP Rear Camera,Yes,,64 GB,4 GB,512 GB,microSD,Dedicated Slot,5020 mAh
278,Redmi,Redmi Note 9,M2003J15SI,"12,799","12,799",,4.3,"11,892 Ratings & 872 Reviews",nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,48MP Rear Camera,Yes,,64 GB,4 GB,512 GB,microSD,Dedicated Slot,5020 mAh
279,Redmi,Redmi Note 9,M2003J15SI,"14,490","14,490",,4.3,"11,892 Ratings & 872 Reviews",,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),,48MP Rear Camera,,,128 GB,4 GB,,,Dedicated Slot,5020 mAh
280,Redmi,Redmi Note 9,M2003J15SI,"13,940","12,730",8% off,4.3,"11,892 Ratings & 872 Reviews",nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,48MP Rear Camera,Yes,,64 GB,4 GB,512 GB,microSD,Dedicated Slot,5020 mAh
281,Micromax,X512,X512,935,935,,3.9,"5,033 Ratings & 491 Reviews",,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,24 MB,56 MB,,,,1750 mAh
282,Micromax,X512,X512,945,945,,3.9,"5,033 Ratings & 491 Reviews",,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,24 MB,56 MB,,,Dedicated Slot,1750 mAh
283,OPPO,F15,CPH2001,"20,990","15,990",23% off,4.4,"24,473 Ratings & 2,240 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,4 GB,256 GB,microSD,Dedicated Slot,4000 mAh
284,OPPO,F15,CPH2001,"22,990","18,990",17% off,4.4,"19,920 Ratings & 1,751 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,4000 mAh
285,OPPO,F15,CPH2001,"20,990","15,990",23% off,4.4,"24,473 Ratings & 2,240 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,4 GB,256 GB,microSD,Dedicated Slot,4000 mAh
286,Realme,X3 SuperZoom,RMX2085,"34,999","28,999",17% off,4.3,"1,531 Ratings & 201 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.69 cm (6.57 inch),Yes,64MP + 8MP + 8MP + 2MP,Yes,32MP + 8MP Dual Front Camera,256 GB,12 GB,,,,4200 mAh
287,Realme,X3 SuperZoom,RMX2085,"34,999","28,999",17% off,4.3,"1,531 Ratings & 201 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.69 cm (6.57 inch),Yes,64MP + 8MP + 8MP + 2MP,Yes,32MP + 8MP Dual Front Camera,256 GB,12 GB,,,,4200 mAh
288,Infinix,Hot 9 Pro,X655F,"12,999","10,499",19% off,4.4,"72,825 Ratings & 6,398 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.76 cm (6.6 inch),Yes,48 MP + 2 MP + 2 MP + Low Light Sensor,Yes,8MP Front Camera,64 GB,4 GB,256 GB,microSD,Dedicated Slot,5000 mAh
289,Samsung,Galaxy A50s,SM-A507FZKVINS,"24,900","14,999",39% off,4.3,"40,425 Ratings & 3,885 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,48MP + 8MP + 5MP,Yes,32MP Front Camera,128 GB,4 GB,,microSD,Dedicated Slot,4000 mAh
290,Nokia,216,A00028297,"3,299","2,899",12% off,4.2,"8,624 Ratings & 1,065 Reviews",Mini SIM,Dual Sim,Feature Phones,,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,Yes,0.3MP Front Camera,16 MB,,32 GB,microSD,Dedicated Slot,1020 mAh
291,Lava,A7 2020,LF7000_A7,"1,749","1,359",22% off,4.1,288 Ratings & 32 Reviews,Micro SIM,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,No,,32 MB,24 MB,32 GB,microSD,Dedicated Slot,1800 mAh
292,Samsung,Metro 313 Dual Sim,SM-B313EZKDINS,"2,340","2,340",,4.3,"10,344 Ratings & 965 Reviews",Micro SIM,Dual Sim,Feature Phones,No,5.08 cm (2 inch),Yes,0.3MP Rear Camera,,,2 MB,10 MB,16 GB,MicroSD,,1000 mAh
293,Redmi,Redmi 8,MZB9123IN/MZB07R9IN/MZB8257IN,"10,999","9,999",9% off,4.4,"8,93,300 Ratings & 65,552 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,15.8 cm (6.22 inch),Yes,12MP + 2MP,Yes,8MP Front Camera,64 GB,4 GB,512 GB,microSD,Dedicated Slot,5000 mAh
294,Redmi,Note 9 Pro Max,M2003J6B1I,"18,790","17,485",6% off,4.4,693 Ratings & 45 Reviews,,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,64MP Rear Camera,Yes,,64 GB,6 GB,,,Dedicated Slot,5020 mAh
295,Micromax,X744,X744,"2,499","1,250",49% off,3.9,"6,224 Ratings & 696 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,2200 mAh
296,Samsung,Galaxy M31,SM-M315FZBHINS,"20,798","19,749",5% off,4.1,102 Ratings & 3 Reviews,nano,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,64MP + 8MP + 5MP + 5MP,Yes,32MP Front Camera,128 GB,8 GB,512 GB,microSDXC,Dedicated Slot,6000 mAh
297,Samsung,M01 core,SM-M013FZK5INS / SM-M013FZKDINS / sm-m013f/ds,"5,875","5,085",13% off,4,"3,374 Ratings & 288 Reviews",nano,Dual Sim,Smartphones,Yes,13.46 cm (5.3 inch),Yes,8MP Rear Camera,Yes,5MP Front Camera,16 GB,1 GB,512 GB,,Dedicated Slot,3000 mAh
298,Redmi,Redmi Note 9 Pro,M2003J6A1I,"14,980","14,458",3% off,4.3,"8,606 Ratings & 629 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,64 GB,4 GB,512 GB,MicroSD,Dedicated Slot,5020 mAh
299,Redmi,Redmi Note 9 Pro,M2003J6A1I,"14,366","14,366",,4.3,"8,606 Ratings & 629 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,64 GB,4 GB,512 GB,MicroSD,Dedicated Slot,5020 mAh
300,Micromax,X750,X750,"2,399","1,299",45% off,4.1,"1,079 Ratings & 133 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,2500 mAh
301,Lava,Z66,LS000Z66,"8,499","7,377",13% off,4.1,"1,816 Ratings & 312 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,15.44 cm (6.08 inch),Yes,13MP + 5MP,Yes,13MP Front Camera,32 GB,3 GB,128 GB,microSD,Dedicated Slot,3950 mAh
302,OPPO,F17 Pro,CPH2119,"25,990","21,490",17% off,4.4,"4,471 Ratings & 332 Reviews",Nano,Dual Sim,Smartphones,Yes,16.33 cm (6.43 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,16MP + 2MP Dual Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,4015 mAh
303,OPPO,F17 Pro,CPH2119,"25,990","21,490",17% off,4.4,"4,471 Ratings & 332 Reviews",Nano,Dual Sim,Smartphones,Yes,16.33 cm (6.43 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,16MP + 2MP Dual Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,4015 mAh
304,Karbonn,KX26,KX26,"1,290",999,22% off,4,"1,256 Ratings & 125 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1450 mAh
305,Motorola,E7 Plus,PAKX0013IN,"12,999","9,499",26% off,4.2,"26,989 Ratings & 2,597 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 2MP,Yes,8MP Front Camera,64 GB,4 GB,512 GB,microSD,Hybrid Slot,5000 mAh
306,Samsung,Galaxy M01,SM-M015GZBDINS,"8,296","8,028",3% off,4.2,"13,229 Ratings & 1,030 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,14.48 cm (5.7 inch),Yes,13MP + 2MP,Yes,5MP Front Camera,32 GB,3 GB,512 GB,microSD,Dedicated Slot,4000 mAh
307,Vivo,V19,vivo 1933 / PD1969F_EX,"34,990","27,990",20% off,4.4,"11,000 Ratings & 1,132 Reviews",Nano,Dual Sim,Smartphones,Yes,16.36 cm (6.44 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,32MP + 8MP Dual Front Camera,256 GB,8 GB,512 GB,microSD,Dedicated Slot,4500 mAh
308,POCO,X2,MZB8746IN,"18,999","17,499",7% off,4.5,"2,26,273 Ratings & 25,012 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,64MP + 8MP + 2MP + 2MP,Yes,20MP + 2MP Dual Front Camera,64 GB,6 GB,512 GB,microSD,Hybrid Slot,4500 mAh
309,OPPO,A12,CPH2083,"10,990","8,990",18% off,4.3,"18,501 Ratings & 1,482 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,15.8 cm (6.22 inch),Yes,13MP + 2MP,Yes,5MP Front Camera,32 GB,3 GB,256 GB,microSD,Dedicated Slot,4230 mAh
310,I,K444,K444,999,999,,3.8,259 Ratings & 21 Reviews,Normal,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,2500 mAh
311,Micromax,X421,X421,961,961,,4,981 Ratings & 70 Reviews,,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1800 mAh
