,Brand,Model_Name,Model_Number,Original_Price,Offered_Price,Discount,Rating,Rating_Count,Sim_Size,Sim_Type,Tech_Category,Touch_Screen,Display_Size,PCam_Avl,Primary_Camera,SCam_avl,Secondary_Camera,Int_Memory,RAM,Expandable_Memory,Memory_Card_Type,Memory_Card_Slot,Battery
724,Easyfone,Star,SMAFE-3,"4,990","3,499",29% off,4,254 Ratings & 66 Reviews,Standard,Single Sim,Feature Phones,No,4.32 cm (1.7 inch),No,,No,,32 MB,32 MB,8 GB,,Dedicated Slot,800 mAh
725,Karbonn,K310n,K310n,783,783,2% off,3.9,"1,193 Ratings & 184 Reviews",,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,No,,10 MB,10 MB,,,Dedicated Slot,800 mAh
726,Itel,Muzik110,it2320,"1,035","1,035",1% off,4.1,14 Ratings & 2 Reviews,Full Size Sim,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.8MP Rear Camera,,,5 MB,4 MB,,,Dedicated Slot,1900 mAh
727,Gfive,U106,U106,699,699,,3.7,197 Ratings & 18 Reviews,Normal SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,,,64 MB,32 MB,16 GB,,Dedicated Slot,950 mAh
728,ITEL,2171,IT2171,998,998,,3.8,31 Ratings & 2 Reviews,,Dual Sim,Feature Phones,Yes,4.57 cm (1.8 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1000 mAh
729,Apple,iPhone 12 Pro Max,MGD73HN/A,"1,29,900","1,29,900",,4.7,185 Ratings & 16 Reviews,Nano + eSIM,Dual Sim,Smartphones,Yes,17.02 cm (6.7 inch),Yes,12MP + 12MP + 12MP,Yes,12MP Front Camera,128 GB,,,,,
730,I,K 19 Car,K 19,"1,199","1,199",,4.1,424 Ratings & 27 Reviews,,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,64 MB,32 MB,,,Dedicated Slot,800 mAh
731,Redmi,Note 9,M2003J15SI,"13,999","13,499",3% off,4.4,245 Ratings & 13 Reviews,,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,48MP Rear Camera,Yes,,64 GB,4 GB,,,Hybrid Slot,5020 mAh
732,Voto,V9,V9,"6,290","6,290",,3.7,947 Ratings & 98 Reviews,Nano,Dual Sim,Smartphones,Yes,14.86 cm (5.85 inch),Yes,13MP Rear Camera,Yes,,32 GB,3 GB,,,Dedicated Slot,3000 mAh
733,Redmi,Redmi Note 6 Pro,M1806E7TI,"13,499","12,399",8% off,4.5,"1,25,590 Ratings & 10,977 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,15.9 cm (6.26 inch),Yes,12MP + 5MP,Yes,20MP + 2MP Dual Front Camera,64 GB,6 GB,256 GB,microSD,Hybrid Slot,4000 mAh
734,Gfive,U106 Combo of Two,U106 Combo of Two,"1,399","1,399",,3.6,109 Ratings & 12 Reviews,Normal SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,,,64 MB,32 MB,16 GB,,Dedicated Slot,950 mAh
735,KXD,M1,M1,"1,099",699,36% off,4,70 Ratings & 6 Reviews,Micro SIM,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,1.3MP Rear Camera,No,,32 MB,32 MB,32 GB,Micro SD,Dedicated Slot,1000 mAh
736,Gionee,F8 Neo,F8 Neo,"5,399","5,399",1% off,3.9,32 Ratings & 3 Reviews,,Dual Sim,Smartphones,Yes,13.84 cm (5.45 inch),Yes,8MP Rear Camera,Yes,5MP Front Camera,32 GB,2 GB,256 GB,Micro SD,Dedicated Slot,3000 mAh
737,BlackZone,B-350,B-350,639,639,,3.9,227 Ratings & 29 Reviews,Dual SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.3MP Rear Camera,,,64 MB,64 MB,,,Dedicated Slot,1000 mAh
738,Itel,Magic 1,It6130,"1,399","1,348",3% off,4.2,539 Ratings & 72 Reviews,,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1200 mAh
739,Mi,Mi A2,MZB7130IN,"20,500","13,999",31% off,4.1,"2,995 Ratings & 274 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,15.21 cm (5.99 inch),Yes,20MP + 12MP,Yes,20MP Front Camera,128 GB,6 GB,,,,3010 mAh
740,Lava,One,One,"1,600","1,500",6% off,4.2,"7,639 Ratings & 857 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,No,,25 MB,32 MB,32 GB,Micro Sim,Dedicated Slot,1000 mAh
741,Honor,9X,STK-L22,"15,999","15,999",,4.3,"18,379 Ratings & 1,896 Reviews",,Dual Sim,Smartphones,Yes,16.74 cm (6.59 inch),Yes,48MP + 8MP + 2MP,Yes,16MP Front Camera,128 GB,4 GB,512 GB,microSD,Hybrid Slot,4000 mAh
742,Easyfone,Royale,Royale,"3,750","3,399",9% off,4.1,770 Ratings & 89 Reviews,Normal Sim,Single Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,No,0MP Front Camera,32 MB,32 MB,32 GB,microSD,Dedicated Slot,700 mAh
743,Vivo,S1,vivo 1907/PD1913F_EX,"19,990","16,990",15% off,4.5,"11,296 Ratings & 828 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.21 cm (6.38 inch),Yes,16MP + 8MP + 2MP,Yes,32MP Front Camera,128 GB,4 GB,256 GB,microSD,Dedicated Slot,4500 mAh
744,Samsung,Metro 313,SM-B313E,"2,325","2,325",,4.1,"1,644 Ratings & 156 Reviews",,Dual Sim,Feature Phones,No,5.16 cm (2.03 inch),,0.3MP Rear Camera,,,2.27 MB,4 MB,,Micro SD upto 16 GB,,1000 mAh
745,Kechaoda,K66 Plus,K-66 Plus,949,940,,4,"18,350 Ratings & 1,584 Reviews",Micro,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,850 mAh
746,Karbonn,KX23,KX23,"1,490","1,149",22% off,4,"1,154 Ratings & 93 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.08MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1900 mAh
747,Intex,Eco 105vx,Eco 105vx,999,999,,4.3,49 Ratings & 5 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.3MP Rear Camera,,,32 MB,31 MB,,,Dedicated Slot,1050 mAh
748,Vivo,V15 Pro,Vivo 1818/PD1832F_EX,"32,990","21,099",36% off,4.5,"30,685 Ratings & 2,832 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,16.23 cm (6.39 inch),Yes,48MP + 5MP + 8MP,Yes,32MP Front Camera,128 GB,6 GB,256 GB,microSD,Dedicated Slot,3700 mAh
749,Lava,Gem Wave,Gem Gradient,"1,644","1,599",2% off,4.2,882 Ratings & 102 Reviews,Nano SIM,Dual Sim,Feature Phones,No,7.11 cm (2.8 inch),Yes,1.3MP Rear Camera,,,512 MB,32 MB,32 GB,,Dedicated Slot,1750 mAh
750,Redmi,Redmi Y2,M1803E6I,"9,498","9,498",,4.5,"1,19,079 Ratings & 8,069 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,15.21 cm (5.99 inch),Yes,12MP + 5MP,Yes,16MP Front Camera,32 GB,3 GB,256 GB,microSD,Dedicated Slot,3080 mAh
751,Samsung,Galaxy S20 FE,SM-G780FZRNINS,"65,999","40,999",37% off,4.2,74 Ratings & 16 Reviews,Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,12MP + 12MP + 8MP Rear Camera,Yes,32MP Front Camera,128 GB,8 GB,1 TB,,Hybrid Slot,4500 mAh
752,OPPO,Reno2,CPH1907,"39,990","38,990",2% off,4.5,"1,392 Ratings & 183 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 13MP + 2MP,Yes,16MP Front Camera,256 GB,8 GB,256 GB,,Hybrid Slot,4000 mAh
753,Panasonic,P100,P100,"5,569","5,569",,3.9,"3,434 Ratings & 575 Reviews",,Dual Sim,Smartphones,Yes,12.7 cm (5 inch),,8MP Rear Camera,,,16 GB,2 GB,,,Dedicated Slot,2200 mAh
754,OPPO,F15,CPH2001,"21,949","21,949",,4.4,"19,920 Ratings & 1,751 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,4000 mAh
755,Redmi,Note 8 Pro,MZB8311IN,"17,999","17,999",,4.4,"78,328 Ratings & 6,796 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,64MP + 8MP + 2MP + 2MP,Yes,20MP Front Camera,128 GB,6 GB,512 GB,microSD,Dedicated Slot,4500 mAh
756,Itel,A48,A48,"6,199","6,199",1% off,4,21 Ratings & 1 Reviews,NAno,Dual Sim,Smartphones,Yes,15.49 cm (6.1 inch),Yes,5MP Rear Camera,Yes,5MP Front Camera,32 GB,2 GB,128 GB,Micro SD,Dedicated Slot,3000 mAh
757,Itel,it5260,it5260,"1,375","1,375",,3.8,40 Ratings & 3 Reviews,,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,,1900 mAh
758,Apple,iPhone 11 Pro,MWCD2HN/A,"1,40,300","1,09,999",21% off,4.6,"5,661 Ratings & 425 Reviews",Nano SIM and eSIM,Dual Sim,Smartphones,Yes,14.73 cm (5.8 inch),Yes,12MP + 12MP + 12MP,Yes,12MP Front Camera,512 GB,,,,,
759,Karbonn,Kx23,Kx23,"1,145","1,095",4% off,3.7,170 Ratings & 12 Reviews,,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,20 MB,,,Dedicated Slot,1900 mAh
760,Samsung,Galaxy Note10 Lite,SM-N770FZKOINU,"43,000","37,999",11% off,4.4,356 Ratings & 71 Reviews,Nano SIM,Dual Sim,Smartphones,Yes,17.02 cm (6.7 inch),Yes,12MP + 12MP + 12MP,Yes,32MP Front Camera,128 GB,6 GB,1 TB,,Hybrid Slot,4500 mAh
761,Apple,iPhone 7,MN8X2HN/A,"31,500","29,799",5% off,4.5,"93,906 Ratings & 9,238 Reviews",Nano Sim,Single Sim,Smartphones,Yes,11.94 cm (4.7 inch),Yes,12MP Rear Camera,Yes,7MP Front Camera,32 GB,,,,,
762,Gfive,U106 Combo of Two,U106 Combo of Two,"1,399","1,399",,3.6,109 Ratings & 12 Reviews,Normal SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,,,64 MB,32 MB,16 GB,,Dedicated Slot,950 mAh
763,Gfive,U106 Combo of Two,U106 Combo of Two,"1,399","1,399",,3.6,109 Ratings & 12 Reviews,Normal SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,,,64 MB,32 MB,16 GB,,Dedicated Slot,950 mAh
764,Vivo,V15 Pro,Vivo 1818,"34,990","28,499",18% off,4.5,"2,989 Ratings & 252 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,16.23 cm (6.39 inch),Yes,"48 Million Quad Pixel Sensor (12 Million Effective Pixel) + 8MP + 5MP, AI Triple Rear Camera",Yes,32MP Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,3700 mAh
765,Kechaoda,K116 Plus,K116-Plus,917,917,,4,"6,897 Ratings & 569 Reviews",,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,400 mAh
766,Itel,A23,A23,"3,999","3,999",,3.7,148 Ratings & 20 Reviews,,Dual Sim,Smartphones,Yes,12.7 cm (5 inch),Yes,2MP Rear Camera,Yes,0.3MP Front Camera,8 GB,1 GB,32 GB,microSD,Dedicated Slot,2050 mAh
767,Apple,iPhone 12 Mini,MGE03HN/A,"69,900","69,900",,4.6,199 Ratings & 16 Reviews,Nano + eSIM,Dual Sim,Smartphones,Yes,13.72 cm (5.4 inch),Yes,12MP + 12MP,Yes,12MP Front Camera,64 GB,,,,,
768,Kechaoda,A32,A32,"1,175",925,21% off,3.5,44 Ratings & 6 Reviews,Nano SIM,Dual Sim,Feature Phones,No,3.66 cm (1.44 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,800 mAh
769,Vivo,Z1x,Vivo 1917/PD1921F_EX,"19,990","16,990",15% off,4.5,"1,61,583 Ratings & 17,452 Reviews",Dual Nano Sim,Dual Sim,Smartphones,Yes,16.21 cm (6.38 inch),Yes,48MP + 8MP + 2MP,,32MP Front Camera,64 GB,6 GB,,,,4500 mAh
770,Micromax,X382,X382,919,919,,3.9,72 Ratings & 6 Reviews,,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.08MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,800 mAh
771,Gfive,A1 & U873 Combo of Two,A1 & U873 Combo of Two,"1,399","1,399",,2.9,,Normal SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,,,32 MB,32 MB,16 GB,,Dedicated Slot,1000 mAh
772,Karbonn,Kphone X,Kphone X,"1,199","1,199",,3.7,15 Ratings & 1 Reviews,,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1900 mAh
773,Apple,iPhone 12 Pro,MGMN3HN/A,"1,19,900","1,19,900",,4.6,217 Ratings & 20 Reviews,Nano + eSIM,Dual Sim,Smartphones,Yes,15.49 cm (6.1 inch),Yes,12MP + 12MP + 12MP,Yes,12MP Front Camera,128 GB,,,,,
774,Karbonn,KX19,KX19,880,880,,4,44 Ratings & 5 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1750 mAh
775,Itel,Muzik110,it2320,"1,149","1,149",,4.1,14 Ratings & 2 Reviews,Full Size Sim,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.8MP Rear Camera,,,5 MB,4 MB,,,Dedicated Slot,1900 mAh
776,Itel,Muzik110,it2320,"1,087","1,087",,4.1,14 Ratings & 2 Reviews,Full Size Sim,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.8MP Rear Camera,,,5 MB,4 MB,,,Dedicated Slot,1900 mAh
777,Itel,it5026,it5026,"1,199","1,199",,4,,STANDARD,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,256 KB,32 MB,32 GB,SD CARD,Dedicated Slot,1200 mAh
778,Samsung,Galaxy A51,SM-A515FMSHINS,"29,999","24,499",18% off,4.3,"2,235 Ratings & 227 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 12MP + 5MP + 5MP,Yes,32MP Front Camera,128 GB,8 GB,512 GB,,Dedicated Slot,4000 mAh
779,Micromax,X748,X748,"1,390","1,390",,4.1,"1,126 Ratings & 113 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.1MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,2500 mAh
780,Kechaoda,A29,A29,"1,049",940,10% off,3.7,6 Ratings & 0 Reviews,Nano SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,800 mAh
781,Micromax,X748,X748,"1,375","1,375",1% off,4.1,"1,126 Ratings & 113 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.1MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,2500 mAh
782,ITEL,it5026,it5026,"1,199","1,199",,4,,,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1200 mAh
783,Easyfone,Star,SMAFE-3,"4,990","3,499",29% off,4,254 Ratings & 66 Reviews,Standard,Single Sim,Feature Phones,No,4.32 cm (1.7 inch),No,,No,,32 MB,32 MB,8 GB,,Dedicated Slot,800 mAh
784,JIVI,12M-XL,12M-XL,949,949,,3.3,10 Ratings & 1 Reviews,Normal,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),No,0MP,No,0MP Front Camera,16 MB,1 MB,128 GB,,Dedicated Slot,1000 mAh
785,Gfive,U106 Combo of Two,U106 Combo of Two,"1,399","1,399",,3.6,109 Ratings & 12 Reviews,Normal SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,,,64 MB,32 MB,16 GB,,Dedicated Slot,950 mAh
786,Kechaoda,K-55 Plus,K-55 Plus,940,940,1% off,4,"7,072 Ratings & 672 Reviews",Micro SIM,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,32 MB,512 MB,,,Dedicated Slot,850 mAh
787,Karbonn,KX1,KX1,840,783,6% off,3.9,930 Ratings & 78 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,No,,32 MB,32 MB,,microSD,Dedicated Slot,800 mAh
788,Gfive,U106 Combo of Two,U106 Combo of Two,"1,399","1,399",,3.6,109 Ratings & 12 Reviews,Normal SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,,,64 MB,32 MB,16 GB,,Dedicated Slot,950 mAh
789,Samsung,Galaxy J2 Core,SM-J260GZKIINS,"6,680","6,680",,4.2,"10,405 Ratings & 852 Reviews",Micro,Dual Sim,Smartphones,Yes,12.7 cm (5 inch),Yes,8MP Rear Camera,Yes,5MP Front Camera,16 GB,1 GB,256 GB,microSD,Dedicated Slot,2600 mAh
790,Tecno,Spark 6 Air,KE6j,"9,999","9,999",,4.5,45 Ratings & 6 Reviews,,Dual Sim,Smartphones,Yes,17.78 cm (7 inch),,13MP Rear Camera,,,64 GB,3 GB,,,Dedicated Slot,6000 mAh
791,Snexian,FIRE,FIRE,"1,249","1,249",,3.3,42 Ratings & 5 Reviews,Normal,Dual Sim,Feature Phones,No,4.32 cm (1.7 inch),,0.3MP Rear Camera,,,32 MB,32 MB,16 GB,Micro SD,Dedicated Slot,800 mAh
792,Easyfone,Star,SMAFE-3,"4,990","3,499",29% off,4,254 Ratings & 66 Reviews,Standard,Single Sim,Feature Phones,No,4.32 cm (1.7 inch),No,,No,,32 MB,32 MB,8 GB,,Dedicated Slot,800 mAh
793,JIVI,12M-XL,12M-XL,949,949,,3.3,10 Ratings & 1 Reviews,Normal,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),No,0MP,No,0MP Front Camera,16 MB,1 MB,128 GB,,Dedicated Slot,1000 mAh
794,Micromax,X748,X748,"1,375","1,375",1% off,4.1,"1,126 Ratings & 113 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.1MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,2500 mAh
795,Micromax,X748,X748,"1,390","1,390",,4.1,"1,126 Ratings & 113 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.1MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,2500 mAh
796,Itel,Muzik110,it2320,"1,149","1,149",,4.1,14 Ratings & 2 Reviews,Full Size Sim,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.8MP Rear Camera,,,5 MB,4 MB,,,Dedicated Slot,1900 mAh
797,Itel,Muzik110,it2320,"1,087","1,087",,4.1,14 Ratings & 2 Reviews,Full Size Sim,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.8MP Rear Camera,,,5 MB,4 MB,,,Dedicated Slot,1900 mAh
798,Samsung,Galaxy J2 Core,SM-J260GZKIINS,"6,680","6,680",,4.2,"10,405 Ratings & 852 Reviews",Micro,Dual Sim,Smartphones,Yes,12.7 cm (5 inch),Yes,8MP Rear Camera,Yes,5MP Front Camera,16 GB,1 GB,256 GB,microSD,Dedicated Slot,2600 mAh
799,Karbonn,KX1,KX1,840,783,6% off,3.9,930 Ratings & 78 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,No,,32 MB,32 MB,,microSD,Dedicated Slot,800 mAh
800,Kechaoda,K-55 Plus,K-55 Plus,940,940,1% off,4,"7,072 Ratings & 672 Reviews",Micro SIM,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,32 MB,512 MB,,,Dedicated Slot,850 mAh
801,Gfive,U106 Combo of Two,U106 Combo of Two,"1,399","1,399",,3.6,109 Ratings & 12 Reviews,Normal SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,,,64 MB,32 MB,16 GB,,Dedicated Slot,950 mAh
802,Gfive,U106 Combo of Two,U106 Combo of Two,"1,399","1,399",,3.6,109 Ratings & 12 Reviews,Normal SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,,,64 MB,32 MB,16 GB,,Dedicated Slot,950 mAh
803,Karbonn,KX1,KX1,845,845,,3.9,930 Ratings & 78 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,No,,32 MB,32 MB,32 GB,microSD,Dedicated Slot,800 mAh
804,Tecno,Spark 6 Air,KE6j,"9,999","9,999",,4.5,45 Ratings & 6 Reviews,,Dual Sim,Smartphones,Yes,17.78 cm (7 inch),,13MP Rear Camera,,,64 GB,3 GB,,,Dedicated Slot,6000 mAh
805,Samsung,Galaxy S20+,SM-G985FZADINU,"83,000","49,999",39% off,4.4,"12,966 Ratings & 2,257 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,17.02 cm (6.7 inch),Yes,64 MP + 12 MP +12 MP + VGA Depth Camera,Yes,10MP Front Camera,128 GB,8 GB,1 TB,,Hybrid Slot,4500 mAh
806,Redmi,Redmi 6A,m1804c3ci,"7,399","7,399",,4.3,"53,316 Ratings & 3,709 Reviews",,Dual Sim,Smartphones,Yes,13.84 cm (5.45 inch),Yes,13MP Rear Camera,Yes,5MP Front Camera,16 GB,2 GB,128 GB,,Dedicated Slot,3000 mAh
807,Snexian,FIRE,FIRE,"1,249","1,249",,3.3,42 Ratings & 5 Reviews,Normal,Dual Sim,Feature Phones,No,4.32 cm (1.7 inch),,0.3MP Rear Camera,,,32 MB,32 MB,16 GB,Micro SD,Dedicated Slot,800 mAh
808,Snexian,FIRE,FIRE,"1,249","1,249",,3.3,42 Ratings & 5 Reviews,Normal,Dual Sim,Feature Phones,No,4.32 cm (1.7 inch),,0.3MP Rear Camera,,,32 MB,32 MB,16 GB,Micro SD,Dedicated Slot,800 mAh
809,KXD,M5,M5,"1,099",725,34% off,3.3,43 Ratings & 4 Reviews,Micro SIM,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,1.3MP Rear Camera,No,,32 MB,32 MB,32 GB,Micro SD,Dedicated Slot,1000 mAh
810,Blackbear,i7 Trio Combo of Two Mobiles,i7 Trio Combo of Two Mobiles,"3,039","3,039",,3.8,9 Ratings & 1 Reviews,,Dual Sim,Feature Phones,No,5.08 cm (2 inch),,1.8MP Rear Camera,,,64 MB,64 MB,,,,1550 mAh
811,Samsung,Galaxy S10 Lite,SM-G770FZKSINU,"35,899","35,899",,4.5,"12,168 Ratings & 2,998 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,17.02 cm (6.7 inch),Yes,48MP + 12MP + 5MP,Yes,32MP Front Camera,128 GB,8 GB,1 TB,,Hybrid Slot,4500 mAh
812,Lava,Hero 600s,111LFMFH3600SB,775,775,,3.7,64 Ratings & 9 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),No,,No,,3 MB,4 MB,32 GB,microSD,Dedicated Slot,620 mAh
813,Salora,VOLT 2,KC 12,799,799,,3.9,"1,058 Ratings & 134 Reviews",Full size SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,1.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,2000 mAh
814,Muphone,MU M360,MU M360,990,990,,4.3,28 Ratings & 4 Reviews,,Dual Sim,Feature Phones,No,3.66 cm (1.44 inch),,1.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,800 mAh
815,BlackZone,PORSCHE 911,PORSCHE 911,"1,470","1,259",14% off,3.7,38 Ratings & 1 Reviews,,Dual Sim,Feature Phones,No,3.66 cm (1.44 inch),,0.3MP Rear Camera,,,64 MB,64 MB,,,Dedicated Slot,800 mAh
816,Karbonn,K2 Boom Box,K2 Boom Box,895,895,,3.9,"6,763 Ratings & 770 Reviews",,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.08MP Rear Camera,,,32 MB,32 MB,,microSD,Dedicated Slot,1000 mAh
817,Micromax,X752,X752,"1,315","1,315",,4,8 Ratings & 2 Reviews,,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,,1800 mAh
818,Lava,Hero,H1_HERO600,829,829,,4,"1,326 Ratings & 133 Reviews",,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,,,,0 KB,32 MB,,,,600 mAh
819,Apple,iPhone SE,MXVU2HN/A,"54,900","47,999",12% off,4.5,"77,261 Ratings & 6,780 Reviews",Nano + eSIM,Dual Sim,Smartphones,Yes,11.94 cm (4.7 inch),Yes,12MP Rear Camera,Yes,7MP Front Camera,256 GB,,,,,
820,Itel,It 5260N,It 5260N,"1,488","1,488",,3.8,13 Ratings & 0 Reviews,STANDARD,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1900 mAh
821,OPPO,A15,CPH2185,"10,000","10,000",,4.3,,,Dual Sim,Smartphones,Yes,16.56 cm (6.52 inch),,13MP Rear Camera,,,32 GB,2 GB,,,Dedicated Slot,4230 mAh
822,Kechaoda,K2,K2,790,790,,3.8,239 Ratings & 25 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,Yes,,32 MB,32 MB,,,Dedicated Slot,1000 mAh
823,OPPO,Reno2,CPH1907,"39,990","38,990",2% off,4.5,"1,392 Ratings & 183 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 13MP + 2MP,Yes,16MP Front Camera,256 GB,8 GB,256 GB,,Hybrid Slot,4000 mAh
824,Apple,iPhone XS,MT9L2HN/A,"1,34,900","1,34,900",,4.7,"11,838 Ratings & 868 Reviews",Nano SIM and eSIM,Dual Sim,Smartphones,Yes,14.73 cm (5.8 inch),Yes,12MP + 12MP,Yes,7MP Front Camera,512 GB,,,,,
825,InFocus,VIBE 3,IF9061,"1,099","1,099",1% off,3.4,46 Ratings & 6 Reviews,,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,1.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,997 mAh
